,full_text,weekday,month,day,hour,has_hashtag,has_url,like_count,is_reply,retweet_count,followers,following,user,screen_name
0,"Fight for freedom. Stand with Hong Kong!
#FreedomHK #HongKong https://t.co/IV9xVNvYNd",Mon,Aug,19,08,1,1,1,0,1,24,45,Soken,sochickenpa
1,RT @KH_Paque: Right! ⁦@anneapplebaum⁩ spells it out in ⁦@washingtonpost⁩: #Democracy &amp; #RuleOfLaw are not dead aims! People in #Hongkong &amp;…,Mon,Aug,19,08,1,0,0,0,1,2968,1062,Karl-Heinz Paqué,KH_Paque
2,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Mon,Aug,19,08,1,0,0,0,102,3713,2889,Bill Bowring,BillBowring
3,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Mon,Aug,19,08,1,0,0,0,102,62886,3188,Occupy London,OccupyLondon
4,"@Reuters @ReutersTV Please stand with Hong Kong!
Fight for freedom!!!
#HongKong 
#Hongkongprotest 
#HongKongProtesters 
#StandWithHongKong 
#BoycottChina 
#boycottMulan https://t.co/NTJsbSQIXr",Mon,Aug,19,08,1,0,0,1,0,0,21,frankcheung217,c_f1213
5,"RT @abcter: More than 1.7 million people had joined the 818 #ANTIELAB demonstration despite rainfall.
This is about one-fifth of HK populat…",Mon,Aug,19,07,1,0,0,0,3,122,1442,Artpopop,ROCKTEE_ART
6,Hong Kong and Russia protesters fight for democracy. The West should listen and learn. - The Washington Post https://t.co/ITagKt5c6C #HongKong #Russia #protests #democracy #elections #HumanRights #hkpoli #rupoli #snrtg,Mon,Aug,19,06,1,1,0,0,0,981,742,Peter V. Tretter,ap236
7,"Even under an heavy rain, “Stand with Hong Kong! Fight for freedom!”
#HongKongProtests #antiELAB #antiELABhk #HongKong #XiJinping
https://t.co/mz4Kv0X9nQ",Mon,Aug,19,06,1,1,0,0,0,23,23,cosmicrage,cosmicrage69
8,"August 19 - published in 14 newspapers of 11 countries organised by @FreedomHKG 
Fight for freedom!
Stand with Hong Kong!
#StandwithHK #FreedomHK #HongKong #antiEALB 

🇪🇸 El Mundo
🇫🇷 Le Monde
🇩🇪 FAZ.NET- Frankfurter Allgemeine Zeitung
🇸🇪 Dagens industri https://t.co/0kW8J3nuhz",Mon,Aug,19,06,1,0,0,0,0,3,10,Lamy,ladychkg
9,"I applaud these protesters. They are fighting tooth and nail for what they believe in. The Philippines should follow in their example and fight China's ever bullying and smart-ass government. #Hongkongprotest
https://t.co/x8Q1LSfzCC",Mon,Aug,19,05,1,1,1,0,0,1642,1689,Marie Sheila,TheTiredMamaPH
10,"RT @abcter: More than 1.7 million people had joined the 818 #ANTIELAB demonstration despite rainfall.
This is about one-fifth of HK populat…",Mon,Aug,19,05,1,0,0,0,3,5331,3745,8/23-24日比谷公園盆踊り‼️今と未来を生きるための気付きとヒント‼️,DreamStarAngels
11,"RT @standwithhk_: Our determination of fighting for democracy and our own rights.

Fight for freedom.
Stand with Hong Kong.

#StandwithHK…",Mon,Aug,19,05,1,0,0,0,1,11273,11521,b. insights,BarbaraRacek
12,Protesters fight for freedom at Charter Garden in Hong Kong. #hongkong #hongkongprotest #extradition #protesters #freedom #repression #humanrights #policestate https://t.co/iReFtEpa9g,Mon,Aug,19,04,1,0,0,0,0,151,148,Steve,StephenBoitano
13,"Hong Kong people doing crowdfunding to have advertisments on newspaper about their fight for freedom around the world. First stage - Japan

#nikkei
#StandWithHongKong
#Hongkongprotest https://t.co/Yxp352X5to",Mon,Aug,19,04,1,0,0,0,0,0,9,Dennis,Dennis88511821
14,"RT @MeaganKay: #HongKong pro #democracy activist Agnes Chow: for some, #Christian and #catholic #faith gives ""belief and courage to fight f…",Mon,Aug,19,04,1,0,0,0,2,3624,2061,Paul Glader,PaulGlader
15,"RT @MeaganKay: #HongKong pro #democracy activist Agnes Chow: for some, #Christian and #catholic #faith gives ""belief and courage to fight f…",Mon,Aug,19,04,1,0,0,0,2,2359,1201,Religion Unplugged,MediaProjectOrg
16,"#HongKong pro #democracy activist Agnes Chow: for some, #Christian and #catholic #faith gives ""belief and courage to fight for freedom""

More from our conversation here:

https://t.co/QBkohke1bt @chowtingagnes @joshuawongcf @demosisto #Hongkongprotest #HKprotests #香港 #China https://t.co/pbgFFdWlbP",Mon,Aug,19,04,1,1,1,0,2,685,1412,Meagan Kay Clark,MeaganKay
17,"Our determination of fighting for democracy and our own rights.

Fight for freedom.
Stand with Hong Kong.

#StandwithHK 
#StandWithHongKong 
#HongKongProtests #hongkong #hongkongprotester #818Rally #818遊行 #818VictoriaPark
#BoycottMulan https://t.co/8rbpKvToxU",Mon,Aug,19,04,1,1,1,0,1,21,25,choifromhk,standwithhk_
18,"Proud of Hong Kong!! Heavy rain never stop 170 million people to fight for the freedom of speech!

#hongkong #hkprotest #antiELAB #香港 https://t.co/rpredjrs55",Mon,Aug,19,03,1,0,0,0,0,10,78,fran,franhkp
19,"A Japanese girl deliberately came from Japan to speak to the protesters in Hong Kong. She knows what the best way is to know the truth. 
#antiELAB #FreeHongKong #StandWithHongKong #HongKongProtests https://t.co/xWTymhCUmB",Mon,Aug,19,03,1,0,4,0,2,24,60,fightforhongkong,fight_for_hk
20,"@Z70FGzFY9hvDZrk @yarrow15 @TIME Again,having good time with google translate. You have a choice to choose what social media platforms to use! But for hong kong people, this is home. Do you leave your home for good when there are cockroaches invading?Instead you will fight back and use pesticides.#HongKong",Mon,Aug,19,03,1,0,0,1,0,7,237,T,YT56427638
21,"RT @CaseyYutzy: I would gladly trade our American leftists, with the people in Hong Kong who stare down China in their fight for freedom! #…",Mon,Aug,19,01,0,0,0,0,4,148,211,Raj tiwari,tiwariraj92
22,"Thank you Canadian Police. If it happens in Hong Kong, HK Poluce would have protected the Chinese lady in beige while arresting a few kids for provoking a fight. #StandWithHongKong #HongKong #HongKongProtests #antiELAB #HongKongIsNotChina #FreeHongKong https://t.co/jrRFx5tyFM",Mon,Aug,19,00,1,1,2,0,0,9,37,Maru852,chinchillamaru
23,"I tweeted this last year. I beg everyone to watch the video, it will help you understand the real issues that are happening in #HongKong This fight has been brewing a long time but coming to a head. Hong Kong knows that the UK cannot help now, only America can. Pray for the city. https://t.co/MtfksT1D3V",Mon,Aug,19,00,1,1,0,0,0,279,1163,Chris Sage,Chris__Sage
24,RT @freakingcat: Proud of you brave Hong Kong people who come all out onto the streets to fight for freedom and democracy!! The World is wa…,Sun,Aug,18,22,0,0,0,0,4,1,22,Brighton,Brighto99641422
25,"RT @aibarra: Incredibly moving photo from #HongKong, where even young children, like this little boy, line up against tear gas &amp; bullets to…",Sun,Aug,18,22,1,0,0,0,13,1633,2402,Rebeca C. Trujillo,miamiempeditor
26,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,22,1,0,0,0,102,160,394,dingding,dingdingINS
27,Right! ⁦@anneapplebaum⁩ spells it out in ⁦@washingtonpost⁩: #Democracy &amp; #RuleOfLaw are not dead aims! People in #Hongkong &amp; #Moscow passionately prove it! ⁦@FNFreiheit⁩ ⁦@liberalinternat⁩ ⁦⁦@HakimaElHaite⁩ ⁦@JuliMinoves https://t.co/0fQSYnkz4s,Sun,Aug,18,21,1,1,6,0,1,2968,1062,Karl-Heinz Paqué,KH_Paque
28,"RT @CaseyYutzy: I would gladly trade our American leftists, with the people in Hong Kong who stare down China in their fight for freedom! #…",Sun,Aug,18,21,0,0,0,0,4,208,217,casey yutzy,casey_yutzy
29,"RT @aibarra: Incredibly moving photo from #HongKong, where even young children, like this little boy, line up against tear gas &amp; bullets to…",Sun,Aug,18,21,1,0,0,0,13,2098,5000,Call me Fredo,MiguelAGranda
30,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sun,Aug,18,20,1,0,0,0,31,1,1,mandytam,mandytam10
31,"How Ridiculous... they can only take this action in England as they do not have right to speak anything in their motherland ! However, Why still wanna stop Hong Kong fight for freedom?? 

#London 
#China 
#HongKong 
#FreeHongKong 
#FightForFreedom  
#BoycottMulan https://t.co/bEq2ThiN08",Sun,Aug,18,19,1,1,2,0,0,3,58,darknesscat,Cheungwingting1
32,"RT @CaseyYutzy: I would gladly trade our American leftists, with the people in Hong Kong who stare down China in their fight for freedom! #…",Sun,Aug,18,19,0,0,0,0,4,112,17,Joe R,USMC956
33,RT @vestiels_s: today 18.8 1.7m+ hong kong people walk to the street to fight for democracy in pouring rain. #FreeHongKong #antiELAB https:…,Sun,Aug,18,19,1,0,0,0,2,1,1,mandytam,mandytam10
34,"How Ridiculous... they only can take this action in Canada as they do not have right to speak anything in their motherland ! However, Why still wanna stop Hong Kong fight for freedom?? 

#China 
#Hongkong
#FightForFreedom 
#boycuttmulan 
#FreeHongKong https://t.co/ATSEA8J9dr",Sun,Aug,18,19,1,1,1,0,0,3,58,darknesscat,Cheungwingting1
35,"RT @CaseyYutzy: I would gladly trade our American leftists, with the people in Hong Kong who stare down China in their fight for freedom! #…",Sun,Aug,18,19,0,0,0,0,4,532,1457,Vivek Kumar,VivekYa94273462
36,"I would gladly trade our American leftists, with the people in Hong Kong who stare down China in their fight for freedom! #HongKong #HongKongProtests #KAG2020 #KAG #Trump2020 #FreeHongKong #freedom 

RT if you agree!🇺🇸🇺🇸🇺🇸",Sun,Aug,18,19,1,0,6,0,4,329,619,FreedomFirst!,CaseyYutzy
37,"Fight for freedom, stand with Hong Kong!

#HongKongProtests #HongKong  #StandwithHK #FreeHongKong #FreeHK #hk #hkprotest #StandWithHongKong #HongKong https://t.co/XDbZY0hDP2",Sun,Aug,18,18,1,1,1,0,0,13,37,HongKonger,Kary53582946
38,"RT @aibarra: Incredibly moving photo from #HongKong, where even young children, like this little boy, line up against tear gas &amp; bullets to…",Sun,Aug,18,18,1,0,0,0,13,1792,710,Alberto de la Cruz,albertodelacruz
39,RT @CandyChows: Thank you 1.7M (I believe it’s more than this number) Hong Kong people coming out in this rainy day to fight for democracy…,Sun,Aug,18,18,0,0,0,0,1,1,4,Jade Pang,Captuna999
40,RT @kingcha74901147: More than 1.7M Hong Kong Protesters fight for freedom through the downpour of rain peacefully. No police = No violence…,Sun,Aug,18,17,0,0,0,0,1,12,9,Chase,ChingTinSun
41,"Thank you 1.7M (I believe it’s more than this number) Hong Kong people coming out in this rainy day to fight for democracy and freedom. 
#HongKongProtests #FreedomHK #antiELAB #HongKong",Sun,Aug,18,17,1,0,8,0,1,651,389,candychowy,CandyChows
42,"More than 1.7M Hong Kong Protesters fight for freedom through the downpour of rain peacefully. No police = No violence 
#HongKong #hk #HKprotests #HKprotesters #antiELAB #818VictoriaPark https://t.co/8VOqfwhnKU",Sun,Aug,18,17,1,0,2,0,1,21,31,kcha,kingcha74901147
43,"Maybe one day people will say ""Fight like #Hongkongers""
Thank you for keeping an eye on #HongKong @SkyNews @ramsaysky

#StandwithHK #HongKongProtests #HongKongSummer2019

https://t.co/p6JsGORAZ0",Sun,Aug,18,17,1,1,0,0,0,21,48,YMM,yzyomomo
44,"RT @aibarra: Incredibly moving photo from #HongKong, where even young children, like this little boy, line up against tear gas &amp; bullets to…",Sun,Aug,18,16,1,0,0,0,13,267,107,Manuel,Manuel17281370
45,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,16,1,0,0,0,102,18,24,Andyng,Andyng00162850
46,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,16,1,0,0,0,102,15,100,So Ball,SoBall
47,"RT @Jennifer_hk2019: #HongKongProtests It’s pouring with rain...it’s jam packed...it’s a 6 hour march ! .......💪💪
IT is the Beautiful spiri…",Sun,Aug,18,16,1,0,0,0,12,475,776,valeria fraschetti,valeriafrasca
48,"Video source: https://t.co/7cnzjlWvjM
Please know more about what Hong Kong people are fighting for. 
We are not thug. We are only ordinary citizens who love Hong Kong, living in a dictatorship place. #HongKongProtests #hongkong #protest #fight #hk https://t.co/PBZAff80RD",Sun,Aug,18,15,1,1,0,0,0,11,43,fake HK government,TimeAft88438862
49,"RT @aibarra: Incredibly moving photo from #HongKong, where even young children, like this little boy, line up against tear gas &amp; bullets to…",Sun,Aug,18,15,1,0,0,0,13,363,445,Don Garabedian,DonGarabedian
50,today 18.8 1.7m+ hong kong people walk to the street to fight for democracy in pouring rain. #FreeHongKong #antiELAB https://t.co/DQ9TayrkZe,Sun,Aug,18,15,1,0,7,0,2,1,8,Charles Lee,vestiels_s
51,"RT @aibarra: Incredibly moving photo from #HongKong, where even young children, like this little boy, line up against tear gas &amp; bullets to…",Sun,Aug,18,15,1,0,0,0,13,299,282,LauraM nieta de vascos,LauraMallea2
52,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,15,1,0,0,0,102,122,465,ciel kinono,CielKinono
53,"Reclaim Hong Kong
Fight for freedom

#HKprotests #antiELAB #LiberateHK #HongKongProtests #FreeHongKong #StandwithHK #UniversalSuffrageInHK #BoycottChineseProducts https://t.co/tEmkHDDGts",Sun,Aug,18,15,1,1,4,0,1,209,711,Evelyn Liu,evelynmint
54,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sun,Aug,18,15,1,0,0,0,31,216,292,tupkiB_C,tupki60
55,"RT @aibarra: Incredibly moving photo from #HongKong, where even young children, like this little boy, line up against tear gas &amp; bullets to…",Sun,Aug,18,15,1,0,0,0,13,138,284,Beth,Rhyannon59
56,"Today 18 Aug 2019, more than 170 million Hong Kong citizens come out fight for democracy💪🏻👍🏻
#HongKongProtests #hongkong #BoycottChina #SundayThoughts #freedom https://t.co/8zVv8Prp9d",Sun,Aug,18,15,1,0,1,0,0,0,8,freehk,freehk32898252
57,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,15,1,0,0,0,102,534,1686,JamesLu,jameslu920
58,"RT @aibarra: Incredibly moving photo from #HongKong, where even young children, like this little boy, line up against tear gas &amp; bullets to…",Sun,Aug,18,15,1,0,0,0,13,301,440,Judy Majors,Antigone74
59,"RT @aibarra: Incredibly moving photo from #HongKong, where even young children, like this little boy, line up against tear gas &amp; bullets to…",Sun,Aug,18,15,1,0,0,0,13,399,296,Adrian,adwiin6
60,"RT @iDesigncases: #HongKongProtests It’s pouring with rain...it’s jam packed...it’s a 6 hour march ! .......💪💪
IT is the Beautiful spirit o…",Sun,Aug,18,15,1,0,0,0,12,12,297,Nat Yu,natyu03
61,"RT @aibarra: Incredibly moving photo from #HongKong, where even young children, like this little boy, line up against tear gas &amp; bullets to…",Sun,Aug,18,14,1,0,0,0,13,280,559,HiAltDawg,HiAltDawg
62,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,14,1,0,0,0,102,54,287,puu aru,AruPuu
63,RT @HongKongFP: Civil Human Rights Front convener Jimmy Sham told reporters that the pro-democracy group has applied to the police for a ma…,Sun,Aug,18,14,0,0,0,0,115,128,61,William Sommers,fight_extremism
64,"More than 1.7 million people had joined the 818 #ANTIELAB demonstration despite rainfall.
This is about one-fifth of HK population.
Please support Hong Kong.
Ask your government to assist Hong Kong people in their fight for freedom.
#HongKongProtests
#VictoriaPark https://t.co/ICL81W3VIR",Sun,Aug,18,14,1,0,6,0,3,4,38,abcter,abcter
65,"RT @aibarra: Incredibly moving photo from #HongKong, where even young children, like this little boy, line up against tear gas &amp; bullets to…",Sun,Aug,18,14,1,0,0,0,13,5079,959,Giancarlo Sopo,GiancarloSopo
66,"RT @aibarra: Incredibly moving photo from #HongKong, where even young children, like this little boy, line up against tear gas &amp; bullets to…",Sun,Aug,18,14,1,0,0,0,13,910,946,Pedro Luis Boitel,ADCuba13
67,"RT @aibarra: Incredibly moving photo from #HongKong, where even young children, like this little boy, line up against tear gas &amp; bullets to…",Sun,Aug,18,14,1,0,0,0,13,5660,4769,Miami Young Republicans,MiamiYRs
68,"Incredibly moving photo from #HongKong, where even young children, like this little boy, line up against tear gas &amp; bullets to fight for their lives, for freedom &amp; democracy, and against #China communist subjugation &amp; oppression.

HONG KONG, #AMERICA STANDS WITH YOU! https://t.co/2p0VfFGulB",Sun,Aug,18,14,1,0,25,0,13,3629,4790,Armando Ibarra,aibarra
69,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,14,1,0,0,0,102,16,89,NeverGiveUpHKppl,nogiveuphkppl
70,"RT @iDesigncases: #HongKongProtests It’s pouring with rain...it’s jam packed...it’s a 6 hour march ! .......💪💪
IT is the Beautiful spirit o…",Sun,Aug,18,14,1,0,0,0,12,21,46,Madhuri,hippikon123
71,"RT @iDesigncases: #HongKongProtests It’s pouring with rain...it’s jam packed...it’s a 6 hour march ! .......💪💪
IT is the Beautiful spirit o…",Sun,Aug,18,14,1,0,0,0,12,3724,1435,Cheri Kentucky ❌,Cheri_Kentucky
72,"RT @iDesigncases: #HongKongProtests It’s pouring with rain...it’s jam packed...it’s a 6 hour march ! .......💪💪
IT is the Beautiful spirit o…",Sun,Aug,18,14,1,0,0,0,12,831,813,Curious George,KDarbandi
73,"RT @QuoteSeed: https://t.co/2xnrXnBUSU

Fight for freedom. 
Stand with Hong Kong.
#antiELAB #HongKongProtests #HongKong #savehongkong #supp…",Sun,Aug,18,13,1,1,0,0,1,901,2343,Quote Seed,QuoteSeed
74,"RT @iDesigncases: #HongKongProtests It’s pouring with rain...it’s jam packed...it’s a 6 hour march ! .......💪💪
IT is the Beautiful spirit o…",Sun,Aug,18,13,1,0,0,0,12,4942,4450,🇺🇸U.S. Constitutionalist🇺🇸,hippadrone
75,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,13,1,0,0,0,102,31,4,Liberating Hong Kong,noextraditionb1
76,"@BBCWorld Stand with Hong Kong, Fight for Freedom! #HongKongProtests #LiberateHK #antiELAB",Sun,Aug,18,13,1,0,1,1,0,209,711,Evelyn Liu,evelynmint
77,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,13,1,0,0,0,102,141,503,しずく♠🥪🍾🔫,shizukushiro
78,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,13,1,0,0,0,102,301,554,Jonathan Stanley,jonrstanley
79,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,13,1,0,0,0,102,1205,976,jan,90skaleidoscope
80,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,13,1,0,0,0,102,99,374,dum,dum_uu
81,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,13,1,0,0,0,102,64,76,Bernice Lit,BerniceLit
82,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,13,1,0,0,0,102,309,149,Top Bot Tweets,noozbot
83,"RT @hongminglau: We are Hong Kong, we all show our love and fight for our beloved home
#standwithhongkong #hongkong #818 #fightforhongkong…",Sun,Aug,18,13,1,0,0,0,1,247,0,JustBot,JustBot7
84,"We are Hong Kong, we all show our love and fight for our beloved home
#standwithhongkong #hongkong #818 #fightforhongkong #condemnpolicebrutality #policebrutality #justice #fightforjustice #noextradictiontochina… https://t.co/JhpcjVXgdm",Sun,Aug,18,13,1,1,0,0,1,124,498,Hong Ming Lau,hongminglau
85,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,13,1,0,0,0,102,98,117,Kitty2010,kitty201718
86,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,13,1,0,0,0,102,1855,1407,singsing,singsingarsing
87,"RT @iDesigncases: #HongKongProtests It’s pouring with rain...it’s jam packed...it’s a 6 hour march ! .......💪💪
IT is the Beautiful spirit o…",Sun,Aug,18,13,1,0,0,0,12,216,220,Phoebe,febe13666
88,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,13,1,0,0,0,102,2128,1921,Sally,Sally8229650811
89,"RT @iDesigncases: #HongKongProtests It’s pouring with rain...it’s jam packed...it’s a 6 hour march ! .......💪💪
IT is the Beautiful spirit o…",Sun,Aug,18,12,1,0,0,0,12,600,678,Tassy,tassy0617
90,"RT @iDesigncases: #HongKongProtests It’s pouring with rain...it’s jam packed...it’s a 6 hour march ! .......💪💪
IT is the Beautiful spirit o…",Sun,Aug,18,12,1,0,0,0,12,3,9,H.A.,721811HK
91,"RT @Stand_with_HK: As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fig…",Sun,Aug,18,12,1,0,0,0,102,992,3550,Mugwump,ozaed
92,"As the protestors are participating in an assembly in Hong Kong, people around the world also #StandWithHK today and fight for Hong Kong’s freedom. 

#HongKongprotests #HongKong https://t.co/EL23VNPRMx",Sun,Aug,18,12,1,1,220,0,102,8268,82,Fight For Freedom. Stand With Hong Kong.,Stand_with_HK
93,"RT @iDesigncases: #HongKongProtests It’s pouring with rain...it’s jam packed...it’s a 6 hour march ! .......💪💪
IT is the Beautiful spirit o…",Sun,Aug,18,12,1,0,0,0,12,1252,2617,Hiro,Hiro_Aki_50
94,"#HongKongProtests It’s pouring with rain...it’s jam packed...it’s a 6 hour march ! .......💪💪
IT is the Beautiful spirit of Hong Kongers’ continuous fight for democracy! .... 
#FreeHongKong 
#HongKongProtesters https://t.co/8tRiBcvTdu",Sun,Aug,18,12,1,0,23,0,12,4,63,Jennifer HY Chan,Jennifer_hk2019
95,RT @Otpor17: Massive crowds take to streets in ‘last fight’ for #HongKong: an estimated 1 million people join protest against proposed law…,Sun,Aug,18,12,1,0,0,0,28,2146,1182,Namık Kemal Bayar,Nkbayar
96,RT @Otpor17: Massive crowds take to streets in ‘last fight’ for #HongKong: an estimated 1 million people join protest against proposed law…,Sun,Aug,18,11,1,0,0,0,28,1484,4583,michael williams,TheWeams
97,"This is HOng Kong, millions of people marching on street to fight for freedom #HKprotests #HongKong #HongKongers https://t.co/CuFO87QiuA",Sun,Aug,18,11,1,0,1,0,0,1,32,Margarita,Margari73883756
98,RT @tommiesunshine: maybe mainland Chinese prefer to be subjects. Hong Kongers prefer to be citizens. I support their continued fight for f…,Sun,Aug,18,11,0,0,0,0,11,30,931,oakhaven,oakhavenlucien
99,"RT @SMHAgeWorld: ""Our freedom of expression is threatened. This time it is already illegal. But if we don’t come out today who knows what w…",Sun,Aug,18,10,0,0,0,0,4,2196,141,The World - SMH/The Age,SMHAgeWorld
100,“Stand with #HongKong ! Fight for freedom!” https://t.co/CNXEiSQ6XU,Sun,Aug,18,10,1,1,0,0,0,3667,2550,Hans-MartientenNapel,hmtennapel
101,"RT @SMHAgeWorld: ""Our freedom of expression is threatened. This time it is already illegal. But if we don’t come out today who knows what w…",Sun,Aug,18,10,0,0,0,0,4,1983,226,Kirsty Needham,KirstyLNeedham
102,"RT @SMHAgeWorld: ""Our freedom of expression is threatened. This time it is already illegal. But if we don’t come out today who knows what w…",Sun,Aug,18,10,0,0,0,0,4,9261,3707,johnqgoh,johnqgoh
103,"RT @SMHAgeWorld: ""Our freedom of expression is threatened. This time it is already illegal. But if we don’t come out today who knows what w…",Sun,Aug,18,10,0,0,0,0,4,869,2309,Leonie Wood,WoodLeonie
104,"""Our freedom of expression is threatened. This time it is already illegal. But if we don’t come out today who knows what will happen. We still have to fight for Hong Kong.” https://t.co/NsXBH0APnw @theage @smh via @KirstyLNeedham in  #HongKong",Sun,Aug,18,10,1,1,5,0,4,2196,141,The World - SMH/The Age,SMHAgeWorld
105,RT @tommiesunshine: maybe mainland Chinese prefer to be subjects. Hong Kongers prefer to be citizens. I support their continued fight for f…,Sun,Aug,18,10,0,0,0,0,11,255,258,politically motivated,Rawmirow
106,RT @tommiesunshine: maybe mainland Chinese prefer to be subjects. Hong Kongers prefer to be citizens. I support their continued fight for f…,Sun,Aug,18,09,0,0,0,0,11,44,175,Celine Elsa,CelineElsa2
107,RT @tommiesunshine: maybe mainland Chinese prefer to be subjects. Hong Kongers prefer to be citizens. I support their continued fight for f…,Sun,Aug,18,09,0,0,0,0,11,7127,3000,Toon Seri Anthraxxxx,anthraxxxx
108,RT @tommiesunshine: maybe mainland Chinese prefer to be subjects. Hong Kongers prefer to be citizens. I support their continued fight for f…,Sun,Aug,18,09,0,0,0,0,11,309,149,Top Bot Tweets,noozbot
109,RT @tommiesunshine: maybe mainland Chinese prefer to be subjects. Hong Kongers prefer to be citizens. I support their continued fight for f…,Sun,Aug,18,09,0,0,0,0,11,97,1155,sifu zizu,SifuZizu
110,"@CNN 😢 I live in Europe, but I follow the situation in HONG KONG closely.
Russia has terrorized our country for 45 years.
We made a revolution and drove the Russians out ( year 1989 )

💖 People from Hong Kong - you have to fight for your FREEDOM 💖

#HongKong #CNN #Freedom #BBC https://t.co/qpfWAyFttK",Sun,Aug,18,09,1,0,5,1,0,693,787,eyes of male,BranislavMelis_
111,RT @tommiesunshine: maybe mainland Chinese prefer to be subjects. Hong Kongers prefer to be citizens. I support their continued fight for f…,Sun,Aug,18,09,0,0,0,0,11,135,261,Sarah B🌹,Sarahbirnie74
112,RT @tommiesunshine: maybe mainland Chinese prefer to be subjects. Hong Kongers prefer to be citizens. I support their continued fight for f…,Sun,Aug,18,09,0,0,0,0,11,102,925,Little Bull,BoarLittle
113,RT @tommiesunshine: maybe mainland Chinese prefer to be subjects. Hong Kongers prefer to be citizens. I support their continued fight for f…,Sun,Aug,18,09,0,0,0,0,11,2250,1991,Lépreux Chevalier,SardeDesGoths
114,maybe mainland Chinese prefer to be subjects. Hong Kongers prefer to be citizens. I support their continued fight for freedom. (photos taken TODAY amidst a major thunderstorm which has deterred them in no way.) #antiELAB #HongKong #HongKongProtests #HongKongProtest @HongKongFP https://t.co/04fDuhDLOY,Sun,Aug,18,09,1,0,22,0,11,92151,15506,Tommie Sunshine 😎✊️🌹,tommiesunshine
115,RT @Mond1Ed: 818 Fight For Freedom #FreedomHK #antiELAB #HongKongers Stand with Hong Kong https://t.co/R0OPy23DLe,Sun,Aug,18,08,1,0,0,0,1,1151,1216,ElliTime,ElliTime
116,"@catherine_chus It strikes me the most when knowing that people who fight for democracy, in modern times, would even need to face death threat this was from before WW. This is an utter disgrace to humanity. May god bless Hong Kong and its people #HongKongProtests #hongkong",Sun,Aug,18,08,1,0,3,1,0,79,616,nnn,nahtannahc
117,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Sun,Aug,18,07,1,0,0,0,46,4,70,Miranda,__Miranda0718
118,"Fight for freedom. Stand with Hong Kong.
#HongKongProtests 
#antiELAB 
#StandwithHK 
#FreeHongKong 
#BoycottChina https://t.co/n7pKRXKeRn",Sun,Aug,18,07,1,1,2,0,0,15,32,a88519,a_88519
119,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Sun,Aug,18,07,1,0,0,0,46,24,29,Pui,Pui98323
